日期,宠主ID,宠主姓名,宠物类型,服务项目,消费金额,医生,客户来源
2026-03-23,C00467,客户467,猫,绝育,524,王医生,新客户
2026-03-23,C01491,客户1491,狗,绝育,360,张医生,新客户
2026-03-23,C00145,客户145,猫,看病,997,李医生,老客户
2026-03-23,C00221,客户221,狗,洗护,271,刘医生,新客户
2026-03-23,C00551,客户551,猫,绝育,386,张医生,新客户
2026-03-23,C00220,客户220,狗,看病,819,李医生,新客户
2026-03-23,C00784,客户784,猫,体检,238,张医生,新客户
2026-03-23,C00064,客户64,其他,绝育,474,李医生,新客户
2026-03-23,C00569,客户569,猫,看病,778,张医生,老客户
2026-03-23,C00117,客户117,其他,体检,201,李医生,老客户
2026-03-23,C00036,客户36,狗,看病,797,刘医生,新客户
2026-03-23,C00223,客户223,狗,体检,252,王医生,新客户
2026-03-23,C00954,客户954,猫,看病,467,李医生,老客户
2026-03-23,C01354,客户1354,猫,体检,180,张医生,新客户
2026-03-23,C01032,客户1032,其他,疫苗,142,刘医生,老客户
2026-03-23,C01365,客户1365,猫,看病,562,李医生,老客户
2026-03-23,C00461,客户461,狗,看病,633,李医生,新客户
2026-03-23,C01197,客户1197,狗,洗护,106,李医生,老客户
2026-03-23,C00126,客户126,猫,看病,551,王医生,老客户
2026-03-23,C00541,客户541,狗,看病,442,刘医生,老客户
2026-03-23,C00413,客户413,狗,体检,204,张医生,新客户
2026-03-23,C00042,客户42,猫,体检,366,李医生,新客户
2026-03-23,C00797,客户797,猫,疫苗,130,李医生,新客户
2026-03-23,C00387,客户387,狗,体检,282,张医生,新客户
2026-03-23,C01417,客户1417,猫,体检,201,李医生,新客户
2026-03-23,C00362,客户362,狗,看病,339,刘医生,新客户
2026-03-23,C01373,客户1373,猫,疫苗,129,李医生,新客户
2026-03-23,C00635,客户635,狗,看病,587,王医生,新客户
2026-03-23,C00683,客户683,狗,绝育,312,李医生,新客户
2026-03-23,C01084,客户1084,狗,疫苗,139,张医生,新客户
2026-03-23,C00059,客户59,猫,疫苗,102,李医生,新客户
2026-03-23,C00376,客户376,狗,疫苗,158,王医生,新客户
2026-03-23,C00150,客户150,猫,看病,571,李医生,新客户
2026-03-23,C00329,客户329,猫,看病,721,王医生,新客户
2026-03-23,C00735,客户735,猫,绝育,364,刘医生,老客户
2026-03-23,C01032,客户1032,狗,疫苗,119,李医生,老客户
2026-03-23,C00447,客户447,狗,看病,524,王医生,新客户
2026-03-23,C00469,客户469,猫,看病,282,张医生,新客户
2026-03-23,C00200,客户200,猫,绝育,618,李医生,老客户
2026-03-23,C01249,客户1249,狗,洗护,145,李医生,老客户
2026-03-23,C01421,客户1421,猫,绝育,503,张医生,老客户
2026-03-23,C00173,客户173,狗,看病,1000,王医生,新客户
2026-03-23,C00227,客户227,其他,看病,329,刘医生,老客户
2026-03-23,C00309,客户309,狗,看病,867,张医生,新客户
2026-03-23,C00595,客户595,狗,绝育,498,张医生,新客户
2026-03-23,C00593,客户593,猫,疫苗,183,李医生,新客户
2026-03-23,C00696,客户696,猫,疫苗,121,王医生,老客户
2026-03-23,C00157,客户157,狗,体检,306,王医生,老客户
2026-03-23,C00192,客户192,猫,看病,782,张医生,新客户
2026-03-23,C00192,客户192,其他,绝育,518,李医生,老客户
2026-03-23,C00540,客户540,猫,疫苗,127,李医生,新客户
2026-03-23,C00493,客户493,猫,疫苗,156,陈医生,新客户
2026-03-23,C00318,客户318,猫,看病,595,张医生,新客户
2026-03-23,C00213,客户213,狗,绝育,431,王医生,新客户
2026-03-23,C00137,客户137,狗,绝育,521,王医生,新客户
2026-03-23,C00096,客户96,狗,洗护,229,王医生,新客户
2026-03-23,C00044,客户44,狗,疫苗,159,张医生,老客户
2026-03-23,C00076,客户76,猫,看病,538,王医生,新客户
2026-03-23,C00399,客户399,猫,体检,374,李医生,老客户
2026-03-23,C01104,客户1104,猫,疫苗,144,王医生,新客户
2026-03-23,C00122,客户122,狗,体检,266,张医生,老客户
2026-03-23,C00238,客户238,猫,看病,779,张医生,新客户
2026-03-23,C00205,客户205,狗,洗护,273,李医生,新客户
2026-03-23,C00135,客户135,猫,体检,217,王医生,老客户
2026-03-23,C01043,客户1043,猫,疫苗,142,李医生,老客户
2026-03-23,C01358,客户1358,猫,体检,172,张医生,新客户
2026-03-23,C00384,客户384,狗,看病,400,李医生,老客户
2026-03-23,C00398,客户398,狗,绝育,411,李医生,老客户
2026-03-23,C01108,客户1108,其他,洗护,236,陈医生,老客户
2026-03-23,C01108,客户1108,狗,洗护,186,李医生,新客户
2026-03-23,C00440,客户440,狗,看病,439,李医生,新客户
2026-03-23,C00369,客户369,狗,看病,977,王医生,新客户
2026-03-23,C00476,客户476,猫,绝育,520,刘医生,老客户
2026-03-23,C01000,客户1000,狗,体检,284,张医生,新客户
2026-03-23,C00470,客户470,狗,绝育,390,李医生,新客户
2026-03-23,C00004,客户4,其他,疫苗,165,李医生,新客户
2026-03-23,C00482,客户482,猫,看病,875,李医生,新客户
2026-03-23,C00457,客户457,其他,绝育,602,刘医生,老客户
2026-03-23,C01221,客户1221,狗,看病,229,王医生,老客户
2026-03-23,C00123,客户123,猫,疫苗,111,张医生,老客户
2026-03-23,C00501,客户501,狗,体检,429,张医生,老客户
2026-03-23,C01236,客户1236,狗,绝育,432,王医生,新客户
2026-03-23,C00449,客户449,猫,体检,384,张医生,老客户
2026-03-24,C00907,客户907,猫,绝育,453,张医生,新客户
2026-03-24,C00252,客户252,猫,洗护,240,陈医生,新客户
2026-03-24,C00688,客户688,狗,洗护,177,刘医生,老客户
2026-03-24,C00385,客户385,狗,绝育,597,刘医生,老客户
2026-03-24,C01410,客户1410,狗,体检,157,李医生,新客户
2026-03-24,C00524,客户524,狗,体检,197,李医生,新客户
2026-03-24,C00578,客户578,猫,绝育,697,张医生,新客户
2026-03-24,C00081,客户81,其他,看病,629,王医生,老客户
2026-03-24,C00191,客户191,狗,看病,555,王医生,新客户
2026-03-24,C00052,客户52,狗,绝育,495,陈医生,新客户
2026-03-24,C00502,客户502,猫,绝育,397,王医生,新客户
2026-03-24,C00388,客户388,猫,看病,713,张医生,老客户
2026-03-24,C00473,客户473,猫,看病,769,刘医生,新客户
2026-03-24,C00887,客户887,猫,体检,171,张医生,老客户
2026-03-24,C00342,客户342,猫,体检,277,刘医生,老客户
2026-03-24,C00451,客户451,狗,看病,785,刘医生,老客户
2026-03-24,C00445,客户445,狗,看病,588,张医生,新客户
2026-03-24,C00412,客户412,其他,看病,523,张医生,新客户
2026-03-24,C00779,客户779,狗,绝育,553,张医生,老客户
2026-03-24,C00313,客户313,狗,体检,378,陈医生,新客户
2026-03-24,C00657,客户657,其他,看病,266,李医生,新客户
2026-03-24,C01123,客户1123,其他,疫苗,147,李医生,新客户
2026-03-24,C01141,客户1141,猫,看病,365,陈医生,老客户
2026-03-24,C00335,客户335,狗,绝育,385,王医生,新客户
2026-03-24,C00610,客户610,狗,疫苗,87,王医生,新客户
2026-03-24,C00133,客户133,猫,绝育,523,王医生,新客户
2026-03-24,C00496,客户496,猫,绝育,445,王医生,新客户
2026-03-24,C00496,客户496,狗,绝育,416,王医生,新客户
2026-03-24,C00967,客户967,其他,疫苗,84,刘医生,新客户
2026-03-24,C00355,客户355,狗,看病,1009,李医生,老客户
2026-03-24,C00600,客户600,狗,体检,240,王医生,新客户
2026-03-24,C00161,客户161,猫,看病,463,李医生,老客户
2026-03-24,C00057,客户57,狗,绝育,510,张医生,老客户
2026-03-24,C00040,客户40,猫,看病,787,刘医生,老客户
2026-03-24,C01356,客户1356,狗,绝育,492,王医生,新客户
2026-03-24,C01482,客户1482,猫,看病,460,李医生,老客户
2026-03-24,C00822,客户822,狗,疫苗,140,王医生,新客户
2026-03-24,C00519,客户519,狗,绝育,574,张医生,新客户
2026-03-24,C00566,客户566,猫,看病,639,刘医生,老客户
2026-03-24,C00399,客户399,猫,洗护,273,刘医生,老客户
2026-03-24,C00213,客户213,猫,看病,475,李医生,新客户
2026-03-24,C00497,客户497,猫,疫苗,133,李医生,老客户
2026-03-24,C00216,客户216,猫,绝育,647,张医生,老客户
2026-03-24,C00537,客户537,其他,洗护,286,李医生,老客户
2026-03-24,C01135,客户1135,其他,绝育,379,刘医生,老客户
2026-03-24,C00197,客户197,猫,看病,764,王医生,新客户
2026-03-24,C00748,客户748,猫,绝育,569,王医生,新客户
2026-03-24,C00377,客户377,狗,绝育,665,王医生,新客户
2026-03-24,C01256,客户1256,狗,洗护,122,陈医生,新客户
2026-03-24,C00073,客户73,猫,绝育,377,王医生,新客户
2026-03-24,C00116,客户116,猫,看病,871,李医生,新客户
2026-03-24,C00541,客户541,狗,看病,715,陈医生,老客户
2026-03-24,C00520,客户520,狗,绝育,479,张医生,老客户
2026-03-24,C00536,客户536,猫,洗护,164,王医生,老客户
2026-03-24,C00164,客户164,狗,体检,310,刘医生,新客户
2026-03-24,C00233,客户233,狗,看病,673,陈医生,新客户
2026-03-24,C00408,客户408,猫,绝育,544,陈医生,新客户
2026-03-24,C01145,客户1145,其他,绝育,439,张医生,新客户
2026-03-24,C00752,客户752,狗,体检,348,王医生,老客户
2026-03-24,C00452,客户452,狗,看病,419,刘医生,老客户
2026-03-24,C01464,客户1464,猫,疫苗,121,王医生,老客户
2026-03-24,C00997,客户997,狗,洗护,133,王医生,新客户
2026-03-24,C00031,客户31,猫,看病,570,王医生,新客户
2026-03-24,C00301,客户301,猫,疫苗,172,李医生,老客户
2026-03-24,C00388,客户388,狗,洗护,292,陈医生,新客户
2026-03-24,C00647,客户647,狗,绝育,337,张医生,新客户
2026-03-24,C01284,客户1284,狗,疫苗,140,刘医生,新客户
2026-03-24,C00300,客户300,猫,看病,544,王医生,新客户
2026-03-24,C00512,客户512,狗,看病,303,张医生,新客户
2026-03-24,C00523,客户523,狗,看病,354,刘医生,新客户
2026-03-24,C00053,客户53,猫,看病,412,李医生,新客户
2026-03-24,C00094,客户94,狗,体检,406,刘医生,新客户
2026-03-24,C00458,客户458,猫,绝育,633,张医生,新客户
2026-03-24,C00039,客户39,狗,看病,1011,刘医生,老客户
2026-03-24,C00156,客户156,猫,体检,389,王医生,新客户
2026-03-24,C00635,客户635,狗,疫苗,137,李医生,新客户
2026-03-24,C00815,客户815,狗,体检,188,王医生,新客户
2026-03-24,C00383,客户383,狗,疫苗,160,李医生,新客户
2026-03-24,C00442,客户442,猫,绝育,633,陈医生,新客户
2026-03-24,C00137,客户137,猫,看病,681,李医生,新客户
2026-03-24,C01238,客户1238,狗,看病,688,王医生,老客户
2026-03-24,C00003,客户3,猫,看病,470,张医生,新客户
2026-03-24,C01239,客户1239,其他,看病,742,李医生,新客户
2026-03-24,C00397,客户397,狗,绝育,522,张医生,老客户
2026-03-24,C00540,客户540,猫,看病,780,李医生,新客户
2026-03-24,C00396,客户396,狗,绝育,506,王医生,老客户
2026-03-24,C00145,客户145,狗,绝育,629,陈医生,新客户
2026-03-24,C00021,客户21,猫,绝育,447,陈医生,新客户
2026-03-24,C00032,客户32,狗,疫苗,90,张医生,老客户
2026-03-24,C00822,客户822,猫,疫苗,90,李医生,新客户
2026-03-24,C00994,客户994,猫,绝育,442,刘医生,新客户
2026-03-24,C01415,客户1415,狗,看病,495,张医生,老客户
2026-03-24,C01056,客户1056,狗,看病,680,刘医生,新客户
2026-03-24,C00549,客户549,猫,体检,336,王医生,老客户
2026-03-24,C00004,客户4,其他,洗护,137,李医生,新客户
2026-03-24,C00510,客户510,狗,洗护,274,王医生,老客户
2026-03-24,C00314,客户314,猫,体检,238,王医生,老客户
2026-03-24,C00166,客户166,猫,看病,783,刘医生,老客户
2026-03-24,C00012,客户12,猫,疫苗,143,陈医生,新客户
2026-03-24,C00158,客户158,狗,看病,368,张医生,新客户
2026-03-24,C00973,客户973,猫,看病,630,张医生,新客户
2026-03-24,C00152,客户152,猫,绝育,705,陈医生,新客户
2026-03-24,C00114,客户114,猫,看病,653,陈医生,老客户
2026-03-24,C00153,客户153,其他,绝育,398,王医生,新客户
2026-03-24,C00465,客户465,狗,绝育,452,刘医生,老客户
2026-03-24,C00406,客户406,猫,疫苗,130,刘医生,新客户
2026-03-24,C01275,客户1275,狗,体检,272,张医生,老客户
2026-03-24,C00488,客户488,狗,疫苗,173,王医生,新客户
2026-03-24,C01232,客户1232,狗,疫苗,95,李医生,老客户
2026-03-24,C00542,客户542,猫,绝育,372,刘医生,新客户
2026-03-24,C00458,客户458,狗,绝育,533,李医生,老客户
2026-03-24,C00348,客户348,猫,看病,344,张医生,新客户
2026-03-25,C00001,客户1,狗,绝育,532,张医生,新客户
2026-03-25,C01285,客户1285,狗,疫苗,148,王医生,新客户
2026-03-25,C00051,客户51,狗,看病,680,李医生,新客户
2026-03-25,C00811,客户811,猫,看病,527,王医生,新客户
2026-03-25,C00256,客户256,其他,洗护,283,张医生,老客户
2026-03-25,C01299,客户1299,狗,体检,167,刘医生,新客户
2026-03-25,C00024,客户24,猫,绝育,543,李医生,老客户
2026-03-25,C00667,客户667,狗,疫苗,83,张医生,新客户
2026-03-25,C00384,客户384,狗,洗护,219,王医生,新客户
2026-03-25,C00340,客户340,猫,看病,423,刘医生,新客户
2026-03-25,C01270,客户1270,猫,洗护,211,刘医生,老客户
2026-03-25,C00350,客户350,狗,看病,248,王医生,新客户
2026-03-25,C01021,客户1021,狗,洗护,194,王医生,老客户
2026-03-25,C00023,客户23,狗,绝育,431,李医生,新客户
2026-03-25,C01309,客户1309,其他,体检,177,王医生,新客户
2026-03-25,C00012,客户12,狗,洗护,287,李医生,新客户
2026-03-25,C00592,客户592,狗,看病,503,李医生,新客户
2026-03-25,C00143,客户143,猫,体检,332,李医生,老客户
2026-03-25,C00713,客户713,狗,看病,369,王医生,新客户
2026-03-25,C00145,客户145,狗,体检,389,王医生,新客户
2026-03-25,C00134,客户134,狗,洗护,202,李医生,新客户
2026-03-25,C00643,客户643,猫,体检,311,张医生,新客户
2026-03-25,C01389,客户1389,猫,体检,238,李医生,老客户
2026-03-25,C00263,客户263,狗,看病,671,张医生,新客户
2026-03-25,C00250,客户250,猫,看病,723,刘医生,老客户
2026-03-25,C01276,客户1276,猫,看病,237,王医生,新客户
2026-03-25,C00688,客户688,狗,疫苗,138,李医生,老客户
2026-03-25,C00627,客户627,狗,洗护,228,王医生,新客户
2026-03-25,C00490,客户490,猫,看病,665,李医生,新客户
2026-03-25,C00184,客户184,猫,看病,504,李医生,新客户
2026-03-25,C00464,客户464,狗,绝育,605,李医生,新客户
2026-03-25,C00470,客户470,狗,绝育,620,王医生,老客户
2026-03-25,C00736,客户736,猫,体检,176,张医生,老客户
2026-03-25,C00273,客户273,狗,绝育,472,王医生,新客户
2026-03-25,C00788,客户788,狗,体检,235,陈医生,老客户
2026-03-25,C00034,客户34,狗,看病,405,张医生,新客户
2026-03-25,C00491,客户491,猫,绝育,534,李医生,新客户
2026-03-25,C00797,客户797,猫,体检,315,李医生,老客户
2026-03-25,C01343,客户1343,猫,看病,307,陈医生,新客户
2026-03-25,C00794,客户794,狗,绝育,410,王医生,新客户
2026-03-25,C00475,客户475,狗,看病,776,李医生,新客户
2026-03-25,C00789,客户789,猫,疫苗,121,王医生,老客户
2026-03-25,C00844,客户844,其他,绝育,312,李医生,老客户
2026-03-25,C00526,客户526,猫,洗护,203,李医生,新客户
2026-03-25,C00209,客户209,狗,绝育,465,刘医生,新客户
2026-03-25,C00610,客户610,猫,看病,321,王医生,新客户
2026-03-25,C00596,客户596,猫,疫苗,102,王医生,老客户
2026-03-25,C00286,客户286,其他,看病,229,刘医生,新客户
2026-03-25,C00066,客户66,狗,绝育,537,陈医生,新客户
2026-03-25,C00290,客户290,狗,绝育,561,陈医生,新客户
2026-03-25,C00492,客户492,狗,体检,195,李医生,新客户
2026-03-25,C00192,客户192,狗,看病,662,刘医生,新客户
2026-03-25,C01103,客户1103,猫,体检,282,张医生,新客户
2026-03-25,C00205,客户205,狗,绝育,693,刘医生,新客户
2026-03-25,C00852,客户852,其他,绝育,391,李医生,新客户
2026-03-25,C00161,客户161,狗,疫苗,134,刘医生,新客户
2026-03-25,C00269,客户269,猫,看病,369,李医生,老客户
2026-03-25,C00589,客户589,狗,绝育,395,李医生,新客户
2026-03-25,C00443,客户443,狗,看病,790,李医生,老客户
2026-03-25,C00238,客户238,猫,绝育,646,张医生,老客户
2026-03-25,C00427,客户427,狗,体检,432,王医生,新客户
2026-03-25,C00081,客户81,猫,看病,382,张医生,老客户
2026-03-25,C00085,客户85,狗,绝育,680,王医生,老客户
2026-03-25,C00521,客户521,狗,体检,385,刘医生,新客户
2026-03-25,C00612,客户612,猫,体检,249,王医生,新客户
2026-03-25,C00361,客户361,猫,体检,183,张医生,新客户
2026-03-25,C01078,客户1078,狗,绝育,364,李医生,老客户
2026-03-25,C00303,客户303,狗,看病,500,刘医生,新客户
2026-03-25,C00076,客户76,其他,看病,878,刘医生,新客户
2026-03-25,C01082,客户1082,狗,洗护,249,刘医生,新客户
2026-03-25,C00910,客户910,狗,看病,664,刘医生,新客户
2026-03-25,C00182,客户182,猫,看病,242,王医生,老客户
2026-03-25,C00241,客户241,猫,看病,930,刘医生,新客户
2026-03-25,C01151,客户1151,狗,看病,782,李医生,新客户
2026-03-25,C00470,客户470,猫,绝育,443,王医生,新客户
2026-03-25,C01491,客户1491,狗,看病,772,刘医生,老客户
2026-03-25,C00906,客户906,猫,洗护,156,刘医生,新客户
2026-03-25,C00201,客户201,猫,看病,866,李医生,新客户
2026-03-25,C00589,客户589,其他,看病,472,王医生,新客户
2026-03-26,C00144,客户144,其他,看病,563,王医生,新客户
2026-03-26,C00015,客户15,猫,看病,654,张医生,新客户
2026-03-26,C00301,客户301,猫,看病,662,张医生,老客户
2026-03-26,C00132,客户132,猫,洗护,271,王医生,新客户
